"s1"	"p1"	"o1"	"s2"	"p2"	"o2"
"http://it.dbpedia.org/resource/Monteille"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Calvados"	"http://pt.dbpedia.org/resource/Monteille"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Calvados"
"http://it.dbpedia.org/resource/Nathan_Deakes"	"http://dbpedia.org/ontology/stateOfOrigin"	"http://it.dbpedia.org/resource/Australia"	"http://pt.dbpedia.org/resource/Nathan_Deakes"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Austrália"
"http://it.dbpedia.org/resource/Nathan_Deakes"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Geelong"	"http://pt.dbpedia.org/resource/Nathan_Deakes"	"http://dbpedia.org/ontology/birthPlace"	"http://pt.dbpedia.org/resource/Geelong"
"http://it.dbpedia.org/resource/Ephraim_(Utah)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Utah"	"http://pt.dbpedia.org/resource/Ephraim_(Utah)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Utah"
"http://it.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/phylum"	"http://it.dbpedia.org/resource/Chordata"	"http://pt.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/phylum"	"http://pt.dbpedia.org/resource/Cordados"
"http://it.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/order"	"http://it.dbpedia.org/resource/Pleuronectiformes"	"http://pt.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/order"	"http://pt.dbpedia.org/resource/Pleuronectiformes"
"http://it.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/classis"	"http://it.dbpedia.org/resource/Actinopterygii"	"http://pt.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/class"	"http://pt.dbpedia.org/resource/Actinopterygii"
"http://it.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/family"	"http://it.dbpedia.org/resource/Bothidae"	"http://pt.dbpedia.org/resource/Arnoglossus_thori"	"http://dbpedia.org/ontology/family"	"http://pt.dbpedia.org/resource/Bothidae"
"http://it.dbpedia.org/resource/Balbino"	"http://dbpedia.org/ontology/successor"	"http://it.dbpedia.org/resource/Gordiano_III"	"http://pt.dbpedia.org/resource/Balbino"	"http://dbpedia.org/ontology/successor"	"http://pt.dbpedia.org/resource/Gordiano_III"
"http://it.dbpedia.org/resource/Balbino"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Roma"	"http://pt.dbpedia.org/resource/Balbino"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Roma"
"http://it.dbpedia.org/resource/Le_Mesnil-Jourdain"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Eure"	"http://pt.dbpedia.org/resource/Le_Mesnil-Jourdain"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Eure"
"http://it.dbpedia.org/resource/Laneuville-au-Rupt"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Lorena_(regione_francese)"	"http://pt.dbpedia.org/resource/Laneuville-au-Rupt"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Lorena_(França)"
"http://it.dbpedia.org/resource/Laneuville-au-Rupt"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Mosa_(dipartimento)"	"http://pt.dbpedia.org/resource/Laneuville-au-Rupt"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Meuse_(departamento)"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/James_Coburn"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/James_Coburn"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Mel_Gibson"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Mel_Gibson"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Kris_Kristofferson"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Kris_Kristofferson"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Lucy_Liu"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Lucy_Liu"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Maria_Bello"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Maria_Bello"
"http://it.dbpedia.org/resource/Payback_-_La_rivincita_di_Porter"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/David_Paymer"	"http://pt.dbpedia.org/resource/Payback_(filme)"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/David_Paymer"
"http://it.dbpedia.org/resource/Pueblica_de_Valverde"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Castiglia_e_León"	"http://pt.dbpedia.org/resource/Pueblica_de_Valverde"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Castela_e_Leão"
"http://it.dbpedia.org/resource/Sotoserrano"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Castiglia_e_León"	"http://pt.dbpedia.org/resource/Sotoserrano"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Castela_e_Leão"
"http://it.dbpedia.org/resource/Lincolnton_(Carolina_del_Nord)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Carolina_del_Nord"	"http://pt.dbpedia.org/resource/Lincolnton_(Carolina_do_Norte)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Carolina_do_Norte"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/composer"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/author"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/composer"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/author"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/author"	"http://it.dbpedia.org/resource/Shakira"	"http://pt.dbpedia.org/resource/Octavo_día"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Shakira"
"http://it.dbpedia.org/resource/Villanueva_del_Rebollar_de_la_Sierra"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Aragona"	"http://pt.dbpedia.org/resource/Villanueva_del_Rebollar_de_la_Sierra"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Aragão"
"http://it.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/successor"	"http://it.dbpedia.org/resource/Guillermo_León_Valencia"	"http://pt.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/successor"	"http://pt.dbpedia.org/resource/Guillermo_León_Valencia"
"http://it.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/successor"	"http://it.dbpedia.org/resource/Mariano_Ospina_Pérez"	"http://pt.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/successor"	"http://pt.dbpedia.org/resource/Mariano_Ospina_Pérez"
"http://it.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/predecessor"	"http://it.dbpedia.org/resource/Alfonso_López_Pumarejo"	"http://pt.dbpedia.org/resource/Alberto_Lleras_Camargo"	"http://dbpedia.org/ontology/predecessor"	"http://pt.dbpedia.org/resource/Alfonso_López_Pumarejo"
"http://it.dbpedia.org/resource/Lupin_III_-_Il_castello_di_Cagliostro"	"http://dbpedia.org/ontology/director"	"http://it.dbpedia.org/resource/Hayao_Miyazaki"	"http://pt.dbpedia.org/resource/O_Castelo_de_Cagliostro"	"http://dbpedia.org/ontology/director"	"http://pt.dbpedia.org/resource/Hayao_Miyazaki"
"http://it.dbpedia.org/resource/Lupin_III_-_Il_castello_di_Cagliostro"	"http://dbpedia.org/ontology/director"	"http://it.dbpedia.org/resource/Hayao_Miyazaki"	"http://pt.dbpedia.org/resource/O_Castelo_de_Cagliostro"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/Hayao_Miyazaki"
"http://it.dbpedia.org/resource/Lupin_III_-_Il_castello_di_Cagliostro"	"http://dbpedia.org/ontology/writer"	"http://it.dbpedia.org/resource/Hayao_Miyazaki"	"http://pt.dbpedia.org/resource/O_Castelo_de_Cagliostro"	"http://dbpedia.org/ontology/director"	"http://pt.dbpedia.org/resource/Hayao_Miyazaki"
"http://it.dbpedia.org/resource/Lupin_III_-_Il_castello_di_Cagliostro"	"http://dbpedia.org/ontology/writer"	"http://it.dbpedia.org/resource/Hayao_Miyazaki"	"http://pt.dbpedia.org/resource/O_Castelo_de_Cagliostro"	"http://dbpedia.org/ontology/writer"	"http://pt.dbpedia.org/resource/Hayao_Miyazaki"
"http://it.dbpedia.org/resource/Lupin_III_-_Il_castello_di_Cagliostro"	"http://dbpedia.org/ontology/country"	"http://it.dbpedia.org/resource/Giappone"	"http://pt.dbpedia.org/resource/O_Castelo_de_Cagliostro"	"http://dbpedia.org/ontology/country"	"http://pt.dbpedia.org/resource/Japão"
"http://it.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/classis"	"http://it.dbpedia.org/resource/Bivalvia"	"http://pt.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/class"	"http://pt.dbpedia.org/resource/Bivalvia"
"http://it.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/classis"	"http://it.dbpedia.org/resource/Heterodonta"	"http://pt.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/class"	"http://pt.dbpedia.org/resource/Heterodonta"
"http://it.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/order"	"http://it.dbpedia.org/resource/Veneroida"	"http://pt.dbpedia.org/resource/Veneridae"	"http://dbpedia.org/ontology/order"	"http://pt.dbpedia.org/resource/Veneroida"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/recordedIn"	"http://it.dbpedia.org/resource/New_York"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/recordedIn"	"http://pt.dbpedia.org/resource/Nova_Iorque"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/subsequentWork"	"http://it.dbpedia.org/resource/Live_Scenes_from_New_York"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/subsequentWork"	"http://pt.dbpedia.org/resource/Live_Scenes_from_New_York"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Dream_Theater"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Dream_Theater"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Mike_Portnoy"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Mike_Portnoy"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/recordLabel"	"http://it.dbpedia.org/resource/Elektra_Records"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/recordLabel"	"http://pt.dbpedia.org/resource/Elektra_Records"
"http://it.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/previousWork"	"http://it.dbpedia.org/resource/Once_in_a_LIVEtime"	"http://pt.dbpedia.org/resource/Metropolis_Pt._2:_Scenes_from_a_Memory"	"http://dbpedia.org/ontology/previousWork"	"http://pt.dbpedia.org/resource/Once_in_a_LIVEtime"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/album"	"http://it.dbpedia.org/resource/Saints_&_Sinners_(Whitesnake)"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/album"	"http://pt.dbpedia.org/resource/Saints_&_Sinners_(álbum)"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/recordLabel"	"http://it.dbpedia.org/resource/Geffen_Records"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/recordLabel"	"http://pt.dbpedia.org/resource/Geffen_Records"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/album"	"http://it.dbpedia.org/resource/Whitesnake_(album)"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/album"	"http://pt.dbpedia.org/resource/Whitesnake_(álbum)"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Whitesnake_(album)"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/album"	"http://pt.dbpedia.org/resource/Whitesnake_(álbum)"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Mike_Stone_(produttore_discografico)"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Mike_Stone"
"http://it.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Martin_Birch"	"http://pt.dbpedia.org/resource/Here_I_Go_Again"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Martin_Birch"
"http://it.dbpedia.org/resource/Bonnie_McKee"	"http://dbpedia.org/ontology/recordLabel"	"http://it.dbpedia.org/resource/Reprise_Records"	"http://pt.dbpedia.org/resource/Bonnie_McKee"	"http://dbpedia.org/ontology/recordLabel"	"http://pt.dbpedia.org/resource/Reprise_Records"
"http://it.dbpedia.org/resource/Colônia_do_Piauí"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Piauí"	"http://pt.dbpedia.org/resource/Colônia_do_Piauí"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Piauí"
"http://it.dbpedia.org/resource/Colônia_do_Piauí"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Sudeste_Piauiense"	"http://pt.dbpedia.org/resource/Colônia_do_Piauí"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Mesorregião_do_Sudeste_Piauiense"
"http://it.dbpedia.org/resource/Saint-Privat_(Ardèche)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Ardèche"	"http://pt.dbpedia.org/resource/Saint-Privat_(Ardèche)"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Ardèche"
"http://it.dbpedia.org/resource/Saint-Privat_(Ardèche)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Rodano-Alpi"	"http://pt.dbpedia.org/resource/Saint-Privat_(Ardèche)"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Ródano-Alpes"
"http://it.dbpedia.org/resource/Hardin_(Montana)"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Montana"	"http://pt.dbpedia.org/resource/Hardin_(Montana)"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Montana"
"http://it.dbpedia.org/resource/Lamastre"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Ardèche"	"http://pt.dbpedia.org/resource/Lamastre"	"http://dbpedia.org/ontology/department"	"http://pt.dbpedia.org/resource/Ardèche"
"http://it.dbpedia.org/resource/Lamastre"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Rodano-Alpi"	"http://pt.dbpedia.org/resource/Lamastre"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Ródano-Alpes"
"http://it.dbpedia.org/resource/Paul_Broca"	"http://dbpedia.org/ontology/deathPlace"	"http://it.dbpedia.org/resource/Parigi"	"http://pt.dbpedia.org/resource/Paul_Broca"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Paris"
"http://it.dbpedia.org/resource/Paul_Broca"	"http://dbpedia.org/ontology/birthPlace"	"http://it.dbpedia.org/resource/Sainte-Foy-la-Grande"	"http://pt.dbpedia.org/resource/Paul_Broca"	"http://dbpedia.org/ontology/deathPlace"	"http://pt.dbpedia.org/resource/Sainte-Foy-la-Grande"
"http://it.dbpedia.org/resource/Ivyland"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Pennsylvania"	"http://pt.dbpedia.org/resource/Ivyland"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Pensilvânia"
"http://it.dbpedia.org/resource/Santa_Cruz_de_Paniagua"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Estremadura"	"http://pt.dbpedia.org/resource/Santa_Cruz_de_Paniagua"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Estremadura_(Espanha)"
"http://it.dbpedia.org/resource/Pindamonhangaba"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/San_Paolo_(stato)"	"http://pt.dbpedia.org/resource/Pindamonhangaba"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/São_Paulo"
"http://it.dbpedia.org/resource/Pindamonhangaba"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Mesoregione_di_Vale_do_Paraíba_Paulista"	"http://pt.dbpedia.org/resource/Pindamonhangaba"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Mesorregião_do_Vale_do_Paraíba_Paulista"
"http://it.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/productionCompany"	"http://it.dbpedia.org/resource/Hammer_Film_Productions"	"http://pt.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/productionCompany"	"http://pt.dbpedia.org/resource/Hammer_Film_Productions"
"http://it.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Christopher_Lee"	"http://pt.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Christopher_Lee"
"http://it.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/starring"	"http://it.dbpedia.org/resource/Charles_Gray"	"http://pt.dbpedia.org/resource/The_Devil_Rides_Out"	"http://dbpedia.org/ontology/starring"	"http://pt.dbpedia.org/resource/Charles_Gray"
"http://it.dbpedia.org/resource/Sewalkhas"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Uttar_Pradesh"	"http://pt.dbpedia.org/resource/Sewalkhas"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Uttar_Pradesh"
"http://it.dbpedia.org/resource/Acheta_domesticus"	"http://dbpedia.org/ontology/kingdom"	"http://it.dbpedia.org/resource/Animalia"	"http://pt.dbpedia.org/resource/Grilo-doméstico"	"http://dbpedia.org/ontology/kingdom"	"http://pt.dbpedia.org/resource/Animalia"
"http://it.dbpedia.org/resource/Acheta_domesticus"	"http://dbpedia.org/ontology/order"	"http://it.dbpedia.org/resource/Orthoptera"	"http://pt.dbpedia.org/resource/Grilo-doméstico"	"http://dbpedia.org/ontology/order"	"http://pt.dbpedia.org/resource/Orthoptera"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/recordedIn"	"http://it.dbpedia.org/resource/1986"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/recordedIn"	"http://pt.dbpedia.org/resource/1986"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/musicalArtist"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/musicalArtist"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/musicalBand"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/musicalBand"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/producer"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Cyndi_Lauper"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Cyndi_Lauper"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/genre"	"http://it.dbpedia.org/resource/Musica_pop"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/genre"	"http://pt.dbpedia.org/resource/Música_pop"
"http://it.dbpedia.org/resource/True_Colors_(singolo_Cyndi_Lauper)"	"http://dbpedia.org/ontology/recordLabel"	"http://it.dbpedia.org/resource/Epic_Records"	"http://pt.dbpedia.org/resource/True_Colors_(canção)"	"http://dbpedia.org/ontology/recordLabel"	"http://pt.dbpedia.org/resource/Epic_Records"
"http://it.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/recordedIn"	"http://it.dbpedia.org/resource/1980"	"http://pt.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/recordedIn"	"http://pt.dbpedia.org/resource/1980"
"http://it.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Soul_Asylum"	"http://pt.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/artist"	"http://pt.dbpedia.org/resource/Soul_Asylum"
"http://it.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/artist"	"http://it.dbpedia.org/resource/Soul_Asylum"	"http://pt.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/producer"	"http://pt.dbpedia.org/resource/Soul_Asylum"
"http://it.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/subsequentWork"	"http://it.dbpedia.org/resource/While_You_Were_Out"	"http://pt.dbpedia.org/resource/Time's_Incinerator"	"http://dbpedia.org/ontology/subsequentWork"	"http://pt.dbpedia.org/resource/While_You_Were_Out"
"http://it.dbpedia.org/resource/Casio"	"http://dbpedia.org/ontology/foundationPlace"	"http://it.dbpedia.org/resource/Tokyo"	"http://pt.dbpedia.org/resource/Casio"	"http://dbpedia.org/ontology/location"	"http://pt.dbpedia.org/resource/Tóquio"
"http://it.dbpedia.org/resource/Casio"	"http://dbpedia.org/ontology/location"	"http://it.dbpedia.org/resource/Tokyo"	"http://pt.dbpedia.org/resource/Casio"	"http://dbpedia.org/ontology/location"	"http://pt.dbpedia.org/resource/Tóquio"
"http://it.dbpedia.org/resource/Weißenhorn"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Baviera"	"http://pt.dbpedia.org/resource/Weißenhorn"	"http://dbpedia.org/ontology/state"	"http://pt.dbpedia.org/resource/Baviera"
"http://it.dbpedia.org/resource/Castelnau-Tursan"	"http://dbpedia.org/ontology/administrativeDistrict"	"http://it.dbpedia.org/resource/Aquitania"	"http://pt.dbpedia.org/resource/Castelnau-Tursan"	"http://dbpedia.org/ontology/region"	"http://pt.dbpedia.org/resource/Aquitânia"
